symbol,session_date,open,high,low,close,adj_close,volume,dividend,split_ratio,source
0193T0,2015-01-02,85.299920301089951120595800896664433364662610290577,85.299920301089951120595800896664433364662610290577,85.299920301089951120595800896664433364662610290577,85.299920301089951120595800896664433364662610290577,85.299920301089951120595800896664433364662610290577,0,0,1,synthetic_naver
0193T0,2015-01-05,86.371751760370662548289151274423567605893972932969,87.622221796198159213931393381809224220663896015772,84.406727418356024930851342248531821496969808088581,84.942643147996380644698017437411388617585489409779,84.942643147996380644698017437411388617585489409779,0,0,1,synthetic_naver
0193T0,2015-01-06,82.625215318145482536867851169444236357294594630499,84.764379468777080790249543109106223059101574426758,82.268687959706882827970902512833905240326764664456,84.407852110338481081352594452495891942133744460714,84.407852110338481081352594452495891942133744460714,0,0,1,synthetic_naver
0193T0,2015-01-07,81.564640249779711192296507060411819792503976226248,84.763253592908327317484605376506400960837465490024,81.564640249779711192296507060411819792503976226248,84.052450627768634845220583528485382923430023431407,84.052450627768634845220583528485382923430023431407,0,0,1,synthetic_naver
0193T0,2015-01-08,87.066989996275104871314992642376208893257682499632,93.273394578494307866215246700386732948785215875361,85.825709079831264272334941830774104082152175824474,93.096068733288044923503810870157860832913000636061,93.096068733288044923503810870157860832913000636061,0,0,1,synthetic_naver
0193T0,2015-01-09,95.891746473026424650936357743135574371438916571071,98.501045696782245729873401491248107007396438110422,92.164176153375251681026295245831956320071028657725,92.164176153375251681026295245831956320071028657725,92.164176153375251681026295245831956320071028657725,0,0,1,synthetic_naver
0193T0,2015-01-12,93.276822143154429769730838045580430641842509889009,95.131232126119726584238409378494554511461645274469,91.236971161892603273772509579374894385261460964991,94.389468132933607858435380845328904963613991120276,94.389468132933607858435380845328904963613991120276,0,0,1,synthetic_naver
0193T0,2015-01-13,87.633959479284284035565254184430613554687343644475,91.949978896893574255732279551115633065946035087348,87.633959479284284035565254184430613554687343644475,89.510489660853540653029178256902361168278079054420,89.510489660853540653029178256902361168278079054420,0,0,1,synthetic_naver
0193T0,2015-01-14,89.145140723462301711588242835445616836978984854199,92.615955628679071655277129339284687984320379756301,88.962466254766682240867775124717244671329437754084,89.145140723462301711588242835445616836978984854199,89.145140723462301711588242835445616836978984854199,0,0,1,synthetic_naver
0193T0,2015-01-15,89.145140723462301711588242835445616836978984854199,91.332751538761990097148690512389067556904849513188,88.962839822187327679458205529033662610318496132620,91.332751538761990097148690512389067556904849513188,91.332751538761990097148690512389067556904849513188,0,0,1,synthetic_naver
0193T0,2015-01-16,87.458028746208451123330261217924076812066461958085,89.118624228731396397823873772694787131282913767410,83.029774126147263724680627738535515960822590466534,83.767816562824128291122233318433609436029902381793,83.767816562824128291122233318433609436029902381793,0,0,1,synthetic_naver
0193T0,2015-01-19,83.944355691512904114707317055669507453808679836760,85.533207849711886526973070690792589613817676931464,81.472807889870042584516144734366935204905795467224,82.178964404625145878856479683310527276020905287091,82.178964404625145878856479683310527276020905287091,0,0,1,synthetic_naver
0193T0,2015-01-20,83.053208706802009132886867765047873310872191513544,84.451999590284990339335488695827626966634249475886,81.479568962883655275632169217920650448139876305923,82.353813265060518529662557299657996482991162532381,82.353813265060518529662557299657996482991162532381,0,0,1,synthetic_naver
0193T0,2015-01-21,83.929125314764120371887770935570689295630738436289,86.379610725414167682015881035879322559736745397945,83.579055970385542184726612349812313115044166013208,85.854506708846300401274143157241758288856886763296,85.854506708846300401274143157241758288856886763296,0,0,1,synthetic_naver
0193T0,2015-01-22,86.033184142163358258508844807933208358136505674343,87.283926175382763259151756362773358843093838051764,82.102280609188085399345408492721306833984889631081,82.102280609188085399345408492721306833984889631081,82.102280609188085399345408492721306833984889631081,0,0,1,synthetic_naver
0193T0,2015-01-23,84.198509050273738643584014667003552965916418728048,84.722566160545151954643666210574114498899301002287,82.801023422883303147424943884148722211295399330065,83.849137643426129769544246971289845277261163878557,83.849137643426129769544246971289845277261163878557,0,0,1,synthetic_naver
0193T0,2015-01-26,82.966515141916381035127991740013110063816309521939,86.673529648257325719676263711375397960284697819733,82.083892640406632300711736508736374850371455165325,86.497005147955375972793012665120050917595726948407,86.497005147955375972793012665120050917595726948407,0,0,1,synthetic_naver
0193T0,2015-01-27,90.440910045893237675179429822907908161506827451747,90.440910045893237675179429822907908161506827451747,88.468957596924306823986221244013979539551277200077,89.723836428086353729290990339673752298977536451145,89.723836428086353729290990339673752298977536451145,0,0,1,synthetic_naver
0193T0,2015-01-28,89.723836428086353729290990339673752298977536451145,90.271489549722689560802430769010519861331417650228,86.255366657722893463051867620540891070736288856897,89.906387468631799006461470482786008153095496850831,89.906387468631799006461470482786008153095496850831,0,0,1,synthetic_naver
0193T0,2015-01-29,87.348075630093495782700371729210796538983023363208,89.906387468631799006461470482786008153095496850831,82.962398192599261684824202437367576629075925955848,83.327871312390447859647216545021178288234850739793,83.327871312390447859647216545021178288234850739793,0,0,1,synthetic_naver
0193T0,2015-01-30,85.437437674729446539638285318312853687936998859782,85.437437674729446539638285318312853687936998859782,82.976276918667281412982038416139232388284492719795,84.206857296698363976310161867226043038110745789790,84.206857296698363976310161867226043038110745789790,0,0,1,synthetic_naver
0193T0,2015-02-02,82.969820568310350234790390339270990989282256344819,84.030137764071504870378765934661035602563818726224,79.612149448400027222093867620535849713890642137042,80.495747111534322751750847283360886891625277454878,80.495747111534322751750847283360886891625277454878,0,0,1,synthetic_naver
0193T0,2015-02-03,79.977534147296977326310391184970151568288634037786,83.432287242212613495913431840908387057199590151726,79.977534147296977326310391184970151568288634037786,80.841222421025886368711151348954710440516373066275,80.841222421025886368711151348954710440516373066275,0,0,1,synthetic_naver
0193T0,2015-02-04,83.264728018230088529657524194533652509396949560771,83.437835560887531541153693683503576942888419310375,81.879867676970544437688168282774257041465191563912,82.918512932915202506665185216593803642414010061548,82.918512932915202506665185216593803642414010061548,0,0,1,synthetic_naver
0193T0,2015-02-05,82.918512932915202506665185216593803642414010061548,83.269119752927528944325503124486377865003498476191,79.412444732791938130062006137668061416519125915182,82.392602702896712850174708354754942308529777439593,82.392602702896712850174708354754942308529777439593,0,0,1,synthetic_naver
0193T0,2015-02-06,82.217856991967981751871050436717286015192492651810,82.567348413825443948478366272792598601867062227376,75.577519976676200016332049551286346868375670716064,76.625994242248586606153997059512284628399379442760,76.625994242248586606153997059512284628399379442760,0,0,1,synthetic_naver
0193T0,2015-02-09,75.952359128031016614011983898549539269028835447660,78.141673249238119088473526671678461686983103431736,74.941906456704661625798964157105421229973019455007,75.615541570922231617940977318068166589343563450107,75.615541570922231617940977318068166589343563450107,0,0,1,synthetic_naver
0193T0,2015-02-10,75.782832592096838325060315763462122710116447440041,77.623033825017512103373038662795640038618171329306,75.113668507398411496582961981886298227024911480305,75.448250549747624910821638872674210468570679460173,75.448250549747624910821638872674210468570679460173,0,0,1,synthetic_naver
0193T0,2015-02-11,77.954836946749207133772523885055413474171034259515,81.798269422151633208963880904039924749424911618497,77.119308147748679726122228880928345805637582659734,81.129846382951211282843644900738270614598150338684,81.129846382951211282843644900738270614598150338684,0,0,1,synthetic_naver
0193T0,2015-02-12,83.207878734275468562233450106306806895014751841497,83.381048096885823335515933873437518251716135300054,80.263999569899437416431226065084713831091233045849,80.437168932509792189713709832215425187792616504416,80.437168932509792189713709832215425187792616504416,0,0,1,synthetic_naver
0193T0,2015-02-13,81.644157533855062383342854459922837784394006248317,83.196000021298981203723183266975225408595793061914,80.782022818608440816464894011560400215393013574097,81.816584476904386696718446549595325298194204783157,81.816584476904386696718446549595325298194204783157,0,0,1,synthetic_naver
